"family"	"genus"	"specificepithet"	"stateprovince"	"county"	"locality"	"uuid"	"count"
"aizoaceae"	"mesembryanthemum"	"nodiflorum"	"california"	"santa barbara"	"santa barbara island; channel islands, santa barbara island"	"44fd79bb-4704-4b8a-a84f-4d006e08f0e7"	15
"aizoaceae"	"mesembryanthemum"	"nodiflorum"	"california"	"santa barbara"	"santa barbara island: between north pk and signal pk"	"4801a4b5-3f0b-4b13-ae93-53848a5467d9"	15
"aizoaceae"	"mesembryanthemum"	"nodiflorum"	"california"	"santa barbara"	"santa barbara island."	"6856ee40-ed2c-4086-8505-841f4a4980fc"	15
"aizoaceae"	"mesembryanthemum"	"nodiflorum"	"california"	"santa barbara"	"santa barbara island: east side"	"69e3535d-9a09-4bc9-95dd-dae196942fd2"	15
"aizoaceae"	"mesembryanthemum"	"nodiflorum"	"california"	"santa barbara"	"santa barbara island."	"a065934d-4694-478f-99bc-89091478e379"	15
"aizoaceae"	"mesembryanthemum"	"nodiflorum"	"california"	"santa barbara"	"santa barbara island: n base of webster pt peninsula"	"a1469835-ae12-4dad-97e9-711f13ba7d7e"	15
"aizoaceae"	"mesembryanthemum"	"nodiflorum"	"california"	"santa barbara"	"santa barbara island: above landing cove"	"c2b5dd69-5e9a-46df-9f39-cc0a9e8c4c55"	15
"aizoaceae"	"mesembryanthemum"	"nodiflorum"	"california"	"santa barbara"	"santa barbara island. open slopes on east side of island."	"dc06081a-3f97-46d8-a2ed-46051dfd3ac6"	15
"aizoaceae"	"mesembryanthemum"	"nodiflorum"	"california"	"santa barbara"	"santa barbara island: ridge top between north pk and signal pk"	"df7e781d-ffd0-4d60-b5fd-5ee24bf42dab"	15
"aizoaceae"	"mesembryanthemum"	"nodiflorum"	"california"	"santa barbara"	"santa barbara island: old rd, e coast"	"eccfcdee-b4c7-4321-a21f-052314339d15"	15
"poaceae"	"muhlenbergia"	"microsperma"	"california"	"los angeles"	"second canyon south, santa barbara island"	"0996edca-59e1-4ed8-84d4-30fdafa10341"	16
"poaceae"	"muhlenbergia"	"microsperma"	"california"	"santa barbara"	"santa barbara island: mouth of middle cyn"	"0bc70302-3b2f-49f8-b128-0da0cb00e548"	16
"poaceae"	"muhlenbergia"	"microsperma"	"california"	"santa barbara"	"second canyon south, southern exposure, santa barbara island"	"0ce7efd0-368c-4749-8a9d-b208740aa3f3"	16
"poaceae"	"muhlenbergia"	"microsperma"	"california"	"santa barbara"	"santa barbara island: n fork of upper graveyard cyn"	"125b4734-7c90-4486-b8cc-d881de026ffa"	16
"poaceae"	"muhlenbergia"	"microsperma"	"california"	"santa barbara"	"santa barbara island: shaded side, s of second cyn (middle cyn)"	"265e7b69-c851-4e07-8762-8b85ddf32c20"	16
"poaceae"	"muhlenbergia"	"microsperma"	"california"	"santa barbara"	"santa barbara island: santa barbara island"	"2727f21f-87f4-462c-9439-4593e660340b"	16
"poaceae"	"muhlenbergia"	"microsperma"	"california"	"santa barbara"	"santa barbara island: n edge of upper landing cove"	"3ff38716-33d8-4fb6-aad0-87ab075eaaf5"	16
"poaceae"	"muhlenbergia"	"microsperma"	"california"	"santa barbara"	"santa barbara island: e of sutil island"	"431876ab-9909-4624-86a3-700352a82b07"	16
"poaceae"	"muhlenbergia"	"microsperma"	"california"	"santa barbara"	"santa barbara island: graveyard cyn, at &quot;amphitheater&quot;"	"63267a92-0ef5-4597-9c54-9fd3e3bfa354"	16
"poaceae"	"muhlenbergia"	"microsperma"	"california"	"santa barbara"	"santa barbara island: shaded side, s of second cyn (middle cyn)"	"6cd30f69-fb3d-4f1b-bf00-9e3c24fa377a"	16
"poaceae"	"muhlenbergia"	"microsperma"	"california"	"santa barbara"	"santa barbara island: head of cave cyn"	"87b74e13-e219-435b-b2b0-1042d06d1bab"	16
"poaceae"	"muhlenbergia"	"microsperma"	"california"	"santa barbara"	"santa barbara island: just above landing platform, landing cove"	"a4a6075b-26ee-4bb7-9101-2a5b1f81711b"	16
"poaceae"	"muhlenbergia"	"microsperma"	"california"	"santa barbara"	"santa barbara island. s-facing slope of high bluff on e side of embayment of cat canyon"	"a8eef42d-6e61-4a41-b08b-102213b32e4c"	16
"poaceae"	"muhlenbergia"	"microsperma"	"california"	"santa barbara"	"santa barbara island: n edge of upper landing cove"	"abaaf616-b819-40a6-9fee-54492f6bd666"	16
"poaceae"	"muhlenbergia"	"microsperma"	"california"	"santa barbara"	"second canyon south."	"af6548ca-636e-4bb3-ae64-d044dcee59f6"	16
"poaceae"	"muhlenbergia"	"microsperma"	"california"	"santa barbara"	"santa barbara island: upper edge of slope in middle portion of cave cyn, s of nps cmpgrd and just up canyon from nps nature trail"	"df755edb-8236-4ba7-baeb-3ee5116d88eb"	16
"poaceae"	"nassella"	"lepida"	"california"	"santa barbara"	"head of canyon, s side, santa barbara island"	"cb8f918d-ef6a-46b9-85c7-42b53ce1e431"	1
"poaceae"	"nassella"	"pulchra"	"california"	"santa barbara"	"santa barbara island: upper graveyard cyn below rd, above fork in cyn"	"01da9452-358d-4516-86b2-15f141258853"	7
"poaceae"	"nassella"	"pulchra"	"california"	"santa barbara"	"santa barbara island: above graveyard cyn near its head"	"03e6743a-f725-4f7d-9bab-b3de612e5d6c"	7
"poaceae"	"nassella"	"pulchra"	"california"	"santa barbara"	"santa barbara island: head of cyn, south side"	"05786e46-b6f0-4ad7-9cc3-ee02cac21d07"	7
"poaceae"	"nassella"	"pulchra"	"california"	"santa barbara"	"santa barbara island: n side of n fork of graveyard cyn, near head of canyon"	"50e5a4e4-64fa-468e-b30e-389ff8cca419"	7
"poaceae"	"nassella"	"pulchra"	"california"	"santa barbara"	"santa barbara island, head of canyon, south side"	"aeaed5e3-e9bc-4a75-b447-77566c465d36"	7
"poaceae"	"nassella"	"pulchra"	"california"	"santa barbara"	"santa barbara island: between north pk and signal pk"	"ba657fb2-d72b-44a6-9fed-69cfa724e21f"	7
"poaceae"	"nassella"	"pulchra"	"california"	"santa barbara"	"santa barbara island: n side of n fork of graveyard cyn, near head of canyon"	"f4b01b7f-270f-453c-b182-9e3857761fd7"	7
"solanaceae"	"nicotiana"	"clevelandii"	"california"	"santa barbara"	"santa barbara island: w side of cat cyn where gully crosses trail"	"e55a84bd-d7e2-44a3-81eb-cbfbd4ad5d3a"	1
"resedaceae"	"oligomeris"	"linifolia"	"california"	"santa barbara"	"channel islands santa barbara island; between landing cove and cliff canyon"	"01a98f7a-3644-4e62-ab61-469b9a4b427c"	12
"resedaceae"	"oligomeris"	"linifolia"	"california"	"santa barbara"	"santa barbara island."	"1b560c4e-cf75-4ec2-81b8-5e8e2671674a"	12
"resedaceae"	"oligomeris"	"linifolia"	"california"	"santa barbara"	"santa barbara island. near top of signal peak"	"23c2cbfb-22ef-4668-abf5-13bfd8d798b4"	12
"resedaceae"	"oligomeris"	"linifolia"	"california"	"santa barbara"	"santa barbara island: near end of w mesa between webster pt and arch pt"	"24873bb1-5871-43e6-b949-a02d40e6a85f"	12
"resedaceae"	"oligomeris"	"linifolia"	"california"	"santa barbara"	"santa barbara island: n side of north pk"	"2ae88efe-3d1e-4d24-9ff6-b4e07acf5893"	12
"resedaceae"	"oligomeris"	"linifolia"	"california"	"santa barbara"	"santa barbara island: due w of mouth of cliff cyn"	"42f6464c-469a-484c-9a35-86da3ec705ea"	12
"resedaceae"	"oligomeris"	"linifolia"	"california"	"santa barbara"	"santa barbara island: first small cyn n of graveyard cyn"	"73a4a751-2ad9-4063-99f1-1ef091d9004a"	12
"resedaceae"	"oligomeris"	"linifolia"	"california"	"santa barbara"	"santa barbara island: near top of signal pk"	"74e5b95d-5390-4b95-8f88-7535b2fe0215"	12
"resedaceae"	"oligomeris"	"linifolia"	"california"	"santa barbara"	"santa barbara island. small canyon between landing cove and cliff canyon"	"8168a513-9e23-4a37-9135-733b63243a02"	12
"resedaceae"	"oligomeris"	"linifolia"	"california"	"santa barbara"	"santa barbara island: sea cliff at mouth of middle cyn"	"9596464a-be33-4a0f-ae46-e0634291677b"	12
"resedaceae"	"oligomeris"	"linifolia"	"california"	"santa barbara"	"santa barbara island, north side of north peak"	"dd35e23f-cf4b-4715-b416-df7c37284a1f"	12
"resedaceae"	"oligomeris"	"linifolia"	"california"	"santa barbara"	"santa barbara island: just se of lighthouse at n end of island, between arch pt and cliff cyn"	"f86a8766-e325-42d5-b02e-4aa8bf29b94f"	12
"cactaceae"	"opuntia"	"littoralis"	"california"	"santa barbara"	"santa barbara island: e of buildings, between landing cove and mouth of cave cyn"	"b7d67798-c896-43c8-930c-3972864ac77f"	1
"cactaceae"	"opuntia"	"oricola"	"california"	"santa barbara"	"santa barbara island: 100 yds w of landing cove"	"1d3c7589-ac95-4822-9920-87d7d52c63d5"	5
"cactaceae"	"opuntia"	"oricola"	"california"	"santa barbara"	"santa barbara island: sutil island"	"2e0d1393-7cfd-4c49-ae58-f05c32614e65"	5
"cactaceae"	"opuntia"	"oricola"	"california"	"santa barbara"	"santa barbara island."	"b4706a75-de55-4c3f-8113-003b15c94453"	5
"cactaceae"	"opuntia"	"oricola"	"california"	"santa barbara"	"santa barbara island. 100 yards west of landing cove."	"c2f71c0b-95a5-49ae-aa37-4794da1cfb9b"	5
"cactaceae"	"opuntia"	"oricola"	"california"	"santa barbara"	"santa barbara island: middle cyn on e side of island"	"ed06a7b1-4cc5-46ea-8806-7f51471d78ff"	5
"urticaceae"	"parietaria"	"hespera"	"california"	"santa barbara"	"santa barbara island: just s of landing cove"	"0e2ac3f0-343d-48d6-b7ba-bc25a6f39f55"	19
"urticaceae"	"parietaria"	"hespera"	"california"	"santa barbara"	"santa barbara island: short distance from mouth of cave cyn"	"189539cd-ed02-46dc-80c6-50cf234acaec"	19
"urticaceae"	"parietaria"	"hespera"	"california"	"santa barbara"	"santa barbara island: s fork of graveyard cyn just above fork"	"1b65feed-efef-4592-8d18-4735e1870851"	19
"urticaceae"	"parietaria"	"hespera"	"california"	"santa barbara"	"santa barbara island: near center of cave cyn"	"287b156a-fa51-4c16-b2db-9f747e6cf03e"	19
"urticaceae"	"parietaria"	"hespera"	"california"	"santa barbara"	"santa barbara island: head of graveyard cyn, in cactus patch"	"2f62b431-c4eb-4a63-9e56-9bccc1ef2eb6"	19
"urticaceae"	"parietaria"	"hespera"	"california"	"santa barbara"	"santa barbara island: near center of graveyard cyn"	"3fd552a6-fa19-4c7f-92fe-c3520fef506e"	19
"urticaceae"	"parietaria"	"hespera"	"california"	"santa barbara"	"santa barbara island: green cyn near its head [graveyard cyn?]"	"4e471ee8-7ff2-4804-a5b3-4ee27e165c7f"	19
"urticaceae"	"parietaria"	"hespera"	"california"	"santa barbara"	"santa barbara island: cliff cyn"	"52e559cd-8ed5-4592-a7ae-17f49c166b5e"	19
"urticaceae"	"parietaria"	"hespera"	"california"	"santa barbara"	"santa barbara island. graveyard canyon."	"5824424e-eb79-46f8-9025-5dbddbfc3090"	19
"urticaceae"	"parietaria"	"hespera"	"california"	"santa barbara"	"santa barbara island. 2nd canyon south"	"5ece627f-70a3-4fa5-85b2-7b4da11da312"	19
"urticaceae"	"parietaria"	"hespera"	"california"	"santa barbara"	"santa barbara island: lower part of &quot;y&quot; in graveyard cyn"	"73c87695-c30e-44e3-b768-ba8cf81cfee6"	19
"urticaceae"	"parietaria"	"hespera"	"california"	"santa barbara"	"santa barbara island; moist bottom of graveyard canyon."	"78ca7b91-1e95-402a-9494-70b175cae675"	19
"urticaceae"	"parietaria"	"hespera"	"california"	"santa barbara"	"santa barbara island: upper third of cave cyn"	"78fc3091-c638-4c78-bb9a-9e9275a4d5b6"	19
"urticaceae"	"parietaria"	"hespera"	"california"	"santa barbara"	"santa barbara island: second cyn south"	"7d1189f3-4b0b-4ef6-94cc-a5fe8afc6912"	19
"urticaceae"	"parietaria"	"hespera"	"california"	"santa barbara"	"santa barbara island. head of graveyard canyon."	"a5981a7e-de3c-422b-b985-8f7140438f6a"	19
"urticaceae"	"parietaria"	"hespera"	"california"	"santa barbara"	"santa barbara island: near center of middle cyn"	"a7fa8c0e-ebe1-4fa9-b6bf-24d15ae42b2c"	19
"urticaceae"	"parietaria"	"hespera"	"california"	"santa barbara"	"santa barbara island: landing cove"	"aa593e55-2cf4-4442-8b78-667e8dd614b0"	19
"urticaceae"	"parietaria"	"hespera"	"california"	"santa barbara"	"santa barbara island. head of graveyard canyon"	"b4ee8a00-0194-4865-afc0-3ef1204cd0e7"	19
"urticaceae"	"parietaria"	"hespera"	"california"	"santa barbara"	"santa barbara island: north pk"	"c5b01a48-9b62-4390-b1a3-2e8f6cc5b439"	19
"asteraceae"	"perityle"	"emoryi"	"california"	"santa barbara"	"santa barbara island: signal hill"	"0b7f6542-cdf7-4ce0-8b0a-93f5957a2afc"	16
"asteraceae"	"perityle"	"emoryi"	"california"	"santa barbara"	"santa barbara island: mouth of cave cyn"	"2c5695d9-2361-455c-b104-e6b766293cac"	16
"asteraceae"	"perityle"	"emoryi"	"california"	"santa barbara"	"santa barbara island, south-facing slope of high bluff on east side of embayment of cat canyon"	"3245e755-16aa-4fb6-8d79-3ccf7087c73a"	16
"asteraceae"	"perityle"	"emoryi"	"california"	"santa barbara"	"santa barbara island. near center of cave canyon."	"3292429b-b47c-4e9b-831e-feb5e8d6bcc1"	16
"asteraceae"	"perityle"	"emoryi"	"california"	"santa barbara"	"santa barbara island. south end."	"59e98e79-9b4e-4d25-b786-ca9b22e91588"	16
"asteraceae"	"perityle"	"emoryi"	"california"	"santa barbara"	"santa barbara island. s-facing slope of high bluff on e side of embayment of cat canyon"	"74a5668e-14c4-43fa-a5a6-93fdb7b560bc"	16
"asteraceae"	"perityle"	"emoryi"	"california"	"santa barbara"	"santa barbara island: sw side of trail, ca. 200 m s of signal pk summit"	"76571acf-132b-4fa2-86c6-8f163d473d4a"	16
"asteraceae"	"perityle"	"emoryi"	"california"	"santa barbara"	"santa barbara island: southeast bluffs"	"7719ef87-b621-4898-afc4-e97050feff48"	16
"asteraceae"	"perityle"	"emoryi"	"california"	"santa barbara"	"santa barbara island: near center of cave cyn"	"8e08445c-19d3-4895-8885-0b76117adfb8"	16
"asteraceae"	"perityle"	"emoryi"	"california"	"santa barbara"	"santa barbara island: lower middle cliff cyn near trough of cyn"	"9612bf9b-b2dc-4374-b904-5b595e410f22"	16
"asteraceae"	"perityle"	"emoryi"	"california"	"santa barbara"	"santa barbara island"	"9b33cdb5-cb90-4ba3-8938-ec0d69362a37"	16
"asteraceae"	"perityle"	"emoryi"	"california"	"santa barbara"	"santa barbara island channel islands, santa barbara island"	"cfcb50bd-b3f1-44ef-b045-0c72ac848227"	16
"asteraceae"	"perityle"	"emoryi"	"california"	"santa barbara"	"santa barbara island, south-facing slope of highbluff on east side of embayment of cat canyon"	"d1a7ea13-5d63-486c-8ab1-cf59ca2f6ea8"	16
"asteraceae"	"perityle"	"emoryi"	"california"	"santa barbara"	"santa rosa island: santa rosa island, s end"	"d5813d0b-0cbd-40a4-8b18-fdf67c4ecab2"	16
"asteraceae"	"perityle"	"emoryi"	"california"	"santa barbara"	"santa barbara island."	"ece22552-a4d3-4230-ae3d-12f226c24762"	16
"asteraceae"	"perityle"	"emoryi"	"california"	"santa barbara"	"santa barbara island. small canyon between landing cove and cliff canyon"	"f18badf9-54b9-43fe-bf03-6b57b3a95f2a"	16
"boraginaceae"	"phacelia"	"distans"	"california"	"santa barbara"	"santa barbara island: east coast"	"0a825d98-fb90-4e70-9f2e-00a3f0c8e8dd"	18
"boraginaceae"	"phacelia"	"distans"	"california"	"santa barbara"	"santa barbara island: e of north pk"	"0df83287-f097-476c-9bd8-f20f1510d05f"	18
"boraginaceae"	"phacelia"	"distans"	"california"	"santa barbara"	"santa barbara island: head of first small gully s of graveyard cyn"	"1041a777-6799-4bb7-97bb-c7c8b8cc04bf"	18
"boraginaceae"	"phacelia"	"distans"	"california"	"santa barbara"	"santa barbara island: landing cyn"	"17f18598-1aff-4e1a-a126-f9da81c5bdd4"	18
"boraginaceae"	"phacelia"	"distans"	"california"	"santa barbara"	"santa barbara island"	"1dcd67fa-0bd0-4589-9e38-282ed5623739"	18
"boraginaceae"	"phacelia"	"distans"	"california"	"santa barbara"	"santa barbara island: head of cave cyn"	"23c7443f-05dc-445c-b14d-0a838e87e1c5"	18
"boraginaceae"	"phacelia"	"distans"	"california"	"santa barbara"	"santa barbara island: head of cave cyn near dry waterfall"	"357a4fbb-ef07-4e69-b374-3e9e72b30386"	18
"boraginaceae"	"phacelia"	"distans"	"california"	"santa barbara"	"santa barbara island: above graveyard cyn"	"59d97083-f63f-41ce-a264-47f5a599cd43"	18
"boraginaceae"	"phacelia"	"distans"	"california"	"santa barbara"	"santa barbara island. east coast."	"5ea02c3f-eddd-48d2-be65-42d60aa694d0"	18
"boraginaceae"	"phacelia"	"distans"	"california"	"santa barbara"	"santa barbara island: between middle cyn and graveyard cyn"	"932494a9-13ab-458b-b44b-5cb12731f2b5"	18
"boraginaceae"	"phacelia"	"distans"	"california"	"santa barbara"	"arroyo s east landing; santa barbara island"	"93ed5930-b88e-452e-8d1d-dfe2809081eb"	18
"boraginaceae"	"phacelia"	"distans"	"california"	"santa barbara"	"santa barbara island channel islands"	"9f7a5b96-b9c3-4448-920a-2accdb8b93cd"	18
"boraginaceae"	"phacelia"	"distans"	"california"	"santa barbara"	"santa barbara island: bottom of lower graveyard cyn"	"a645d1c7-1726-4116-9684-0436af987dec"	18
"boraginaceae"	"phacelia"	"distans"	"california"	"santa barbara"	"santa barbara island: just s of lower middle cyn"	"a9da4423-9e7a-459b-b4fb-67e2df217528"	18
"boraginaceae"	"phacelia"	"distans"	"california"	"santa barbara"	"santa barbara island: just below dry falls, middle middle cyn"	"cfa3c478-86e2-4ead-a977-09ccba314e40"	18
"boraginaceae"	"phacelia"	"distans"	"california"	"santa barbara"	"santa barbara island. landing canyon,"	"e3503a59-f3fc-43f2-96f4-3f45e85579f5"	18
"boraginaceae"	"phacelia"	"distans"	"california"	"santa barbara"	"santa barbara island: second cyn south"	"e8afdc64-cf70-410b-b017-19b87d721561"	18
"boraginaceae"	"phacelia"	"distans"	"california"	"santa barbara"	"santa barbara island: bottom of cave cyn just upstream from nps vegetation transect"	"fa33a644-d7d7-471f-b416-92d3244ccb91"	18
"poaceae"	"phalaris"	"minor"	"california"	"santa barbara"	"santa barbara island. near headwaters of middle canyon"	"1461df5c-ff79-4edc-8e2e-6ef4d38b6000"	9
"poaceae"	"phalaris"	"minor"	"california"	"santa barbara"	"santa barbara island: sw of buildings, between landing cove and cave cyn"	"2bc92c08-a56f-428f-9fb7-6a5f47921e74"	9
"poaceae"	"phalaris"	"minor"	"california"	"santa barbara"	"santa barbara island; grass plateau near headwaters of middle canyon"	"5b5d33fc-b117-4dbb-b45b-66c5fa38c24b"	9
"poaceae"	"phalaris"	"minor"	"california"	"santa barbara"	"channel islands santa barbara island, north fork of graveyard canyon, near head of canyon"	"7066de04-1c11-4ed2-90e8-3664923b00c7"	9
"poaceae"	"phalaris"	"minor"	"california"	"santa barbara"	"santa barbara island; small gully, west of landing area"	"74d213b0-3bf7-42e5-87cc-cd0f16f0ae6b"	9
"poaceae"	"phalaris"	"minor"	"california"	"santa barbara"	"santa barbara island: middle of cave cyn"	"809a56bf-6fa6-4ec0-b082-4cb8df002e41"	9
"poaceae"	"phalaris"	"minor"	"california"	"santa barbara"	"santa barbara island: w of landing area"	"aa2504d3-aab1-49a8-a0da-3b8518b9f389"	9
"poaceae"	"phalaris"	"minor"	"california"	"santa barbara"	"santa barbara island: terrace between cave cyn and north pk"	"c239a469-2665-4154-ba80-64245d2220df"	9
"poaceae"	"phalaris"	"minor"	"california"	"santa barbara"	"west of landing area, santa barbara island"	"fac99084-ebfe-4534-922f-c83031b4345c"	9
"boraginaceae"	"pholistoma"	"auritum"	"california"	"santa barbara"	"santa barbara island: middle portion of cave cyn, just up canyon from nps vegetation transect"	"9bdcf929-ee4b-4878-b68d-eef6400e5c7f"	7
"boraginaceae"	"pholistoma"	"auritum"	"california"	"santa barbara"	"santa barbara island: bottom, middle of cave cyn just w of largest cave"	"aba6011b-bcf2-4f5f-be1b-0b7aa0d8040e"	7
"boraginaceae"	"pholistoma"	"auritum"	"california"	"santa barbara"	"santa barbara island: bottom of upper cave cyn"	"b72d77f0-9fa2-44fd-9bb7-825aadc5ce5c"	7
"boraginaceae"	"pholistoma"	"auritum"	"california"	"santa barbara"	"santa barbara island: just below dry falls, middle middle cyn"	"ba9f4724-8c9d-477d-9075-807367d2ee97"	7
"boraginaceae"	"pholistoma"	"auritum"	"california"	"santa barbara"	"santa barbara island: bottom of upper cave cyn"	"c52cb1b6-e5df-4603-bd85-3699a46fb089"	7
"boraginaceae"	"pholistoma"	"auritum"	"california"	"santa barbara"	"santa barbara island: trough of middle-lower middle cyn"	"d12cd3a5-949f-4367-9c4a-a22057a23c08"	7
"boraginaceae"	"pholistoma"	"auritum"	"california"	"santa barbara"	"santa barbara island: middle of cave cyn"	"fa1281ed-0642-40d1-8aee-89a719291ee6"	7
"boraginaceae"	"pholistoma"	"racemosum"	"california"	"santa barbara"	"santa barbara island: graveyard cyn, just below lower fork in canyon, just upstream from nps vegetation transect"	"01166f6d-4330-495a-953e-370e774ad01b"	15
"boraginaceae"	"pholistoma"	"racemosum"	"california"	"santa barbara"	"santa barbara island. near center of graveyard canyon."	"2ff83076-c132-48c5-a255-2c9e15e00287"	15
"boraginaceae"	"pholistoma"	"racemosum"	"california"	"santa barbara"	"santa barbara island: lower middle cyn"	"3066e25d-0a6f-47bf-9677-2c2a6b9e98da"	15
"boraginaceae"	"pholistoma"	"racemosum"	"california"	"santa barbara"	"santa barbara island: near center of graveyard cyn"	"3d09c5dc-9595-4eef-89a6-daa59c5ca462"	15
"boraginaceae"	"pholistoma"	"racemosum"	"california"	"santa barbara"	"santa barbara island. graveyard canyon, in a shady canyon bottom."	"482102a1-034a-4da3-9967-ea8bf73cace7"	15
"boraginaceae"	"pholistoma"	"racemosum"	"california"	"santa barbara"	"graveyard canyon, santa barbara island"	"4d0b29fd-7b68-40c7-a157-9513dcbe67cd"	15
"boraginaceae"	"pholistoma"	"racemosum"	"california"	"santa barbara"	"santa barbara island. graveyard canyon."	"52bb387a-add1-4447-9429-2833e82fa303"	15
"boraginaceae"	"pholistoma"	"racemosum"	"california"	"santa barbara"	"santa barbara island: graveyard cyn"	"65b1955f-a39a-4aae-9c7e-9d17c0417e52"	15
"boraginaceae"	"pholistoma"	"racemosum"	"california"	"santa barbara"	"santa barbara island: lower cave cyn"	"6d036930-7a22-4654-bbb2-48cf7a3f2048"	15
"boraginaceae"	"pholistoma"	"racemosum"	"california"	"santa barbara"	"graveyard canyon, santa barbara island"	"77a8c2d4-042a-4cbc-ad66-eb4848aeb8b8"	15
"boraginaceae"	"pholistoma"	"racemosum"	"california"	"santa barbara"	"santa barbara island: middle portion of cave cyn, just up canyon from nps vegetation transect"	"8f239d26-f343-4297-9441-ac8e9534545f"	15
"boraginaceae"	"pholistoma"	"racemosum"	"california"	"santa barbara"	"santa barbara island: cave cyn"	"abc26dff-a569-42cc-9620-682bdaf0b073"	15
"boraginaceae"	"pholistoma"	"racemosum"	"california"	"santa barbara"	"graveyard canyon, santa barbara island"	"b26d9c9e-6c33-46bc-8f89-c55d4aa9fb5f"	15
"boraginaceae"	"pholistoma"	"racemosum"	"california"	"santa barbara"	"trail from e. landing santa barbara isl."	"cfd69398-19dc-4f28-8722-aa79bf41fff2"	15
"boraginaceae"	"pholistoma"	"racemosum"	"california"	"santa barbara"	"santa barbara island: above landing cove"	"f2da0ee9-4e8b-415d-ac69-acbb54c9e65a"	15
"zosteraceae"	"phyllospadix"	"scouleri"	"california"	"santa barbara"	"santa barbara island: below tide level, attached to rocks at mouth of cave cyn"	"209e5de0-b02d-41d9-8e10-71ff56fa0e2d"	9
"zosteraceae"	"phyllospadix"	"scouleri"	"california"	"santa barbara"	"santa barbara island, below tide level, attached to rocks at mouth of cave canyon, e side of island."	"3684f924-51ef-42a9-8e0d-b841a3478812"	9
"zosteraceae"	"phyllospadix"	"scouleri"	"california"	"santa barbara"	"santa barbara island: below graveyard cyn"	"48a9817d-3a28-4295-b581-5c192c632262"	9
"zosteraceae"	"phyllospadix"	"scouleri"	"california"	"santa barbara"	"santa barbara island: low tide line, mouth of cave cyn"	"55e56207-c96e-4f1a-924b-1385c586d9be"	9
"zosteraceae"	"phyllospadix"	"scouleri"	"california"	"santa barbara"	"santa barbara island; just below the tide level on rocks at landing cove"	"ba674d55-f595-4331-b359-217b0007c736"	9
"zosteraceae"	"phyllospadix"	"scouleri"	"california"	"santa barbara"	"santa barbara island: sw portion of the hook, webster pt peninsula"	"d6c0eb48-e94e-4f6a-84c1-808349b78d88"	9
"zosteraceae"	"phyllospadix"	"scouleri"	"california"	"santa barbara"	"santa barbara island, just below tide level on rocks at landing cove"	"d86c982e-b034-4cd7-9a4e-3c895ba7ec8f"	9
"zosteraceae"	"phyllospadix"	"scouleri"	"california"	"santa barbara"	"santa barbara island: sw portion of the hook, webster pt peninsula"	"e0e13c31-78ac-438c-8489-900516dc4999"	9
"zosteraceae"	"phyllospadix"	"scouleri"	"california"	"santa barbara"	"santa barbara island: low tide line, mouth of cave cyn"	"ea29f7a9-7619-4947-8179-b47da08b0a54"	9
"zosteraceae"	"phyllospadix"	"torreyi"	"california"	"santa barbara"	"santa barbara island: low tide line, landing cove"	"1ed91116-bcbd-430e-9e6b-8b1edb81b77f"	5
"zosteraceae"	"phyllospadix"	"torreyi"	"california"	"santa barbara"	"santa barbara island: webster pt"	"25ba9317-6924-4548-95ed-c4dff38cb079"	5
"zosteraceae"	"phyllospadix"	"torreyi"	"california"	"santa barbara"	"santa barbara island: sw portion of the hook, webster pt peninsula"	"435944b1-4d5d-4638-a31b-1813e6e63b2a"	5
"zosteraceae"	"phyllospadix"	"torreyi"	"california"	"santa barbara"	"santa barbara island: se portion of the hook, webster pt peninsula"	"4a40b847-beb0-4e29-9bc9-695eb1f652ff"	5
"zosteraceae"	"phyllospadix"	"torreyi"	"california"	"santa barbara"	"santa barbara island: se portion of the hook, webster pt peninsula"	"c11cc281-1398-4c71-80f6-f3a5feae88a6"	5
"papaveraceae"	"platystemon"	"californicus"	"california"	"santa barbara"	"santa barbara island: arch point"	"0c84b6a6-1e99-4898-98ad-5c95e556f431"	14
"papaveraceae"	"platystemon"	"californicus"	"california"	"santa barbara"	"santa barbara island: northwest coast; isotype of var. ciliatus"	"1aae5063-d5cf-4e8d-b373-483657036d2b"	14
"papaveraceae"	"platystemon"	"californicus"	"california"	"santa barbara"	"santa barbara island; northwest coast."	"35bcfbc5-81c8-478e-b03a-73c9e460e95e"	14
"papaveraceae"	"platystemon"	"californicus"	"california"	"santa barbara"	"santa barbara island: head of cliff cyn"	"40e8a42d-ec18-4f82-a48d-8f16a3c296b4"	14
"papaveraceae"	"platystemon"	"californicus"	"california"	"santa barbara"	"santa barbara island: head of cliff cyn at base of arch pt"	"48dd8284-3158-4aed-b499-dcdf5b88d722"	14
"papaveraceae"	"platystemon"	"californicus"	"california"	"santa barbara"	"santa barbara island. arch point."	"57e1036e-2362-4c28-a81f-daf3e5f3b20a"	14
"papaveraceae"	"platystemon"	"californicus"	"california"	"santa barbara"	"santa barbara island: just sw of head of cliff cyn"	"63cd3daf-11d9-4d18-b978-132cd806863e"	14
"papaveraceae"	"platystemon"	"californicus"	"california"	"santa barbara"	"nw coast of santa barbara island"	"6f09cc5f-9151-418b-a3b6-5ba08f41cff3"	14
"papaveraceae"	"platystemon"	"californicus"	"california"	"santa barbara"	"santa barbara island: northwest coast; isotype of var. ciliatus"	"b5a3ddbb-81f5-4c59-9a4e-14747187647c"	14
